adsh	cik	name	sic	countryba	stprba	cityba	zipba	bas1	bas2	baph	countryma	stprma	cityma	zipma	mas1	mas2	countryinc	stprinc	ein	former	changed	afs	wksi	fye	form	period	fy	fp	filed	accepted	prevrpt	detail	instance	nciks	aciks
0000050863-25-000009	50863	INTEL CORP	3674	US	CA	SANTA CLARA	95054	2200 MISSION COLLEGE BLVD	RNB-4-151	4087658080	US	CA	SANTA CLARA	95054	2200 MISSION COLLEGE BLVD	RNB-4-151	US	DE	941672743			1-LAF	1	1231	10-K	20241231	2024	FY	20250131	2025-01-31 17:14:00.0	0	1	intc-20241228_htm.xml	1	
0000051143-25-000015	51143	INTERNATIONAL BUSINESS MACHINES CORP	3570	US	NY	ARMONK	10504	1 NEW ORCHARD ROAD		9144991900	US	NY	ARMONK	10504	1 NEW ORCHARD RD		US	NY	130871985			1-LAF	1	1231	10-K	20241231	2024	FY	20250225	2025-02-25 16:13:00.0	0	1	ibm-20241231_htm.xml	1	
0000051253-25-000013	51253	INTERNATIONAL FLAVORS & FRAGRANCES INC	2860	US	NY	NEW YORK	10019	521 W 57TH ST		2127655500	US	NY	NEW YORK	10019	521 W 57TH ST		US	NY	131432060	VANAMERIGEN HAEBLER INC	19680426	1-LAF	1	1231	10-K	20241231	2024	FY	20250228	2025-02-28 16:08:00.0	0	1	iff-20241231_htm.xml	1	
0000051434-25-000013	51434	INTERNATIONAL PAPER CO /NEW/	2621	US	TN	MEMPHIS	38197	6400 POPLAR AVENUE		901-419-7000	US	TN	MEMPHIS	38197	6400 POPLAR AVENUE		US	NY	130872805	INTERNATIONAL PAPER & POWER CORP	19710527	1-LAF	1	1231	10-K	20241231	2024	FY	20250221	2025-02-21 13:50:00.0	0	1	ip-20241231_htm.xml	1	
0000051644-25-000024	51644	INTERPUBLIC GROUP OF COMPANIES, INC.	7311	US	NY	NEW YORK	10022	909 THIRD AVENUE		212-704-1200	US	NY	NEW YORK	10022	909 THIRD AVENUE		US	DE	131024020	INTERPUBLIC GROUP OF COMPANIES INC	19920703	1-LAF	1	1231	10-K	20241231	2024	FY	20250220	2025-02-20 16:37:00.0	0	1	ipg-20241231_htm.xml	1	
0000012927-25-000015	12927	BOEING CO	3721	US	VA	ARLINGTON	22202	929 LONG BRIDGE DRIVE		7034146338	US	VA	ARLINGTON	22202	929 LONG BRIDGE DRIVE		US	DE	910425694	BOEING AIRPLANE CO	19730725	1-LAF	0	1231	10-K	20241231	2024	FY	20250203	2025-02-03 14:38:00.0	0	1	ba-20241231_htm.xml	1	
0000014272-25-000039	14272	BRISTOL MYERS SQUIBB CO	2834	US	NJ	PRINCETON	08543	ROUTE 206 AND PROVINCE LINE ROAD		6092524621	US	NJ	PRINCETON	08543	ROUTE 206 AND PROVINCE LINE ROAD		US	DE	220790350	BRISTOL MYERS CO	19891012	1-LAF	1	1231	10-K	20241231	2024	FY	20250212	2025-02-12 12:52:00.0	0	1	bmy-20241231_htm.xml	1	
0000014693-25-000018	14693	BROWN FORMAN CORP	2080	US	KY	LOUISVILLE	40210	850 DIXIE HWY		5025851100	US	KY	LOUISVILLE	40210	850 DIXIE HIGHWAY		US	DE	610143150	BROWN FORMAN INC	19870816	1-LAF	0	0430	10-Q	20250131	2025	Q3	20250305	2025-03-05 16:29:00.0	0	1	bfb-20250131_htm.xml	1	
0000014846-25-000005	14846	BRT APARTMENTS CORP.	6798	US	NY	GREAT NECK	11021-3190	60 CUTTER MILL RD	SUITE 303	5164663100	US	NY	GREAT NECK	11021	60 CUTTER MILL ROAD	SUITE 303	US	NY	132755856	BRT REALTY TRUST	20170206	4-NON	0	1231	10-K	20241231	2024	FY	20250312	2025-03-12 16:40:00.0	0	1	brt-20241231_htm.xml	1	
0000014930-25-000025	14930	BRUNSWICK CORP	3510	US	IL	METTAWA	60045-3420	26125 N. RIVERWOODS BLVD. SUITE 500		8477354700	US	IL	METTAWA	60045-3420	26125 N. RIVERWOODS BLVD. SUITE 500		US	DE	360848180	BRUNSWICK BALKE COLLENDER CO	19660919	1-LAF	1	1231	10-K	20241231	2024	FY	20250214	2025-02-14 14:23:00.0	0	1	bcorp-20241231_htm.xml	1	
0000028917-25-000004	28917	DILLARD'S, INC.	5311	US	AR	LITTLE ROCK	72201	1600 CANTRELL RD		5013765200	US	AR	LITTLE ROCK	72201	1600 CANTRELL ROAD		US	AR	710388071	DILLARDS INC	19980622	1-LAF	1	0131	10-K	20250131	2024	FY	20250328	2025-03-28 16:05:00.0	0	1	dds-20250201x10k_htm.xml	1	
0000029644-25-000029	29644	DONALDSON CO INC	3564	US	MN	BLOOMINGTON	55431	1400 W. 94TH ST.		6128873131	US	MN	BLOOMINGTON	55431	1400 W 94TH STREET		US	DE	410222640	DONALDSON CO INC	19920703	1-LAF	0	0731	10-Q	20250131	2025	Q2	20250304	2025-03-04 15:19:00.0	0	1	dci-20250131_htm.xml	1	
0000029905-25-000006	29905	DOVER CORP	3530	US	IL	DOWNERS GROVE	60515	3005 HIGHLAND PARKWAY	SUITE 200	(630) 541-1540	US	IL	DOWNERS GROVE	60515	3005 HIGHLAND PARKWAY	SUITE 200	US	DE	530257888	DOVER CORP	19920703	1-LAF	1	1231	10-K	20241231	2024	FY	20250214	2025-02-14 16:24:00.0	0	1	dov-20241231_htm.xml	1	
0000029915-25-000003	100790	UNION CARBIDE CORP /NEW/	2860	US	TX	SEADRIFT	77983	7501 STATE HIGHWAY 185 NORTH		361-553-2997	US	TX	SEADRIFT	77983	7501 STATE HIGHWAY 185 NORTH		US	NY	131421730	UNION CARBIDE CHEMICALS & PLASTICS CO INC	19940502	4-NON	0	1231	10-K	20241231	2024	FY	20250204	2025-02-04 07:46:00.0	0	1	ucc-20241231_htm.xml	1	
0000029989-25-000009	29989	OMNICOM GROUP INC.	7311	US	NY	NEW YORK	10017	280 PARK AVENUE		2124153600	US	NY	NEW YORK	10017	280 PARK AVENUE		US	NY	131514814	OMNICOM GROUP INC	19920703	1-LAF	1	1231	10-K	20241231	2024	FY	20250205	2025-02-04 18:15:00.0	0	1	omc-20241231_htm.xml	1	
0000030625-25-000039	30625	FLOWSERVE CORP	3561	US	TX	IRVING	75039	5215 N. O'CONNOR BLVD.	SUITE 700	9724436500	US	TX	IRVING	75039	5215 N. O'CONNOR BLVD.	SUITE 700	US	NY	310267900	DURCO INTERNATIONAL INC	19970508	1-LAF	1	1231	10-K	20241231	2024	FY	20250226	2025-02-26 16:02:00.0	0	1	fls-20241231_htm.xml	1	
0000030697-25-000003	30697	WENDY'S CO	5810	US	OH	DUBLIN	43017	ONE DAVE THOMAS BLVD		(614) 764-3100	US	OH	DUBLIN	43017	ONE DAVE THOMAS BLVD		US	DE	380471180	WENDY'S/ARBY'S GROUP, INC.	20080926	1-LAF	1	1231	10-K	20241231	2024	FY	20250221	2025-02-21 07:18:00.0	0	1	wen-20241229_htm.xml	1	
0000034782-25-000025	34782	1ST SOURCE CORP	6022	US	IN	SOUTH BEND	46601	100 NORTH MICHIGAN STREET		5742352702	US	IN	SOUTH BEND	46634	P O BOX 1602	P O BOX 1602	US	IN	351068133	FBT BANCORP INC	19820818	1-LAF	1	1231	10-K	20241231	2024	FY	20250218	2025-02-18 16:03:00.0	0	1	source-20241231_htm.xml	1	
0000034903-25-000016	34903	FEDERAL REALTY INVESTMENT TRUST	6798	US	MD	NORTH BETHESDA	20852	909 ROSE AVENUE, SUITE 200		3019988100	US	MD	NORTH BETHESDA	20852	909 ROSE AVENUE, SUITE 200		US	MD	520782497			1-LAF	1	1231	10-K	20241231	2024	FY	20250213	2025-02-13 16:13:00.0	0	1	frt-20241231_htm.xml	2	1901876
0000035527-25-000079	35527	FIFTH THIRD BANCORP	6022	US	OH	CINCINNATI	45263	38 FOUNTAIN SQ PLZ	FIFTH THIRD CENTER	5135795300	US	OH	CINCINNATI	45263	38 FOUNTAIN SQ PLZ	FIFTH THIRD CENTER	US	OH	310854434			1-LAF	1	1231	10-K	20241231	2024	FY	20250224	2025-02-24 17:25:00.0	0	1	fitb-20241231_htm.xml	1	
0000036104-25-000016	36104	US BANCORP DE	6021	US	MN	MINNEAPOLIS	55402-7020	U.S. BANCORP	800 NICOLLET MALL	651-466-3000	US	MN	MINNEAPOLIS	55402-7020	U.S. BANCORP	800 NICOLLET MALL	US	DE	410255900	FIRST BANK SYSTEM INC	19920703	1-LAF	1	1231	10-K	20241231	2024	FY	20250221	2025-02-21 16:55:00.0	0	1	usb-20241231_htm.xml	1	
0000036966-25-000024	36966	FIRST HORIZON CORP	6021	US	TN	MEMPHIS	38103	165 MADISON AVENUE		9018186232	US	TN	MEMPHIS	38103	165 MADISON AVENUE		US	TN	620803242	FIRST HORIZON NATIONAL CORP	20040422	1-LAF	1	1231	10-K	20241231	2024	FY	20250227	2025-02-27 16:37:00.0	0	1	fhn-20241231_htm.xml	1	
0000037785-25-000030	37785	FMC CORP	2800	US	PA	PHILADELPHIA	19104	2929 WALNUT STREET		215-299-6668	US	PA	PHILADELPHIA	19104	2929 WALNUT STREET		US	DE	940479804	FOOD MACHINERY & CHEMICAL CORP	19670706	1-LAF	1	1231	10-K	20241231	2024	FY	20250228	2025-02-28 13:40:00.0	0	1	fmc-20241231_htm.xml	1	
0000037808-25-000071	37808	FNB CORP/PA/	6021	US	PA	PITTSBURGH	15219	F.N.B. CORPORATION	626 WASHINGTON PLACE	800-555-5455	US	PA	PITTSBURGH	15219	F.N.B. CORPORATION	626 WASHINGTON PLACE	US	PA	251255406	FNB CORP/FL/	20010601	1-LAF	1	1231	10-K	20241231	2024	FY	20250227	2025-02-27 17:24:00.0	0	1	fnb-20241231_htm.xml	1	
0000006201-25-000010	6201	AMERICAN AIRLINES GROUP INC.	4512	US	TX	FORT WORTH	76155	1 SKYVIEW DRIVE		6822789000	US	TX	FORT WORTH	76155	1 SKYVIEW DRIVE		US	DE	751825172	AMR CORP	19920703	1-LAF	1	1231	10-K	20241231	2024	FY	20250219	2025-02-19 16:36:00.0	0	1	aal-20241231_htm.xml	2	4515
0000006281-25-000023	6281	ANALOG DEVICES INC	3674	US	MA	WILMINGTON	01887	ONE ANALOG WAY		7813294700	US	MA	WILMINGTON	01887	ONE ANALOG WAY		US	MA	042348234			1-LAF	0	1031	10-Q	20250131	2025	Q1	20250219	2025-02-19 07:15:00.0	0	1	adi-20250201_htm.xml	1	
0000006845-25-000022	6845	APOGEE ENTERPRISES, INC.	3231	US	MN	MINNEAPOLIS	55435	4400 WEST 78TH STREET	SUITE 520	6128351874	US	MN	MINNEAPOLIS	55435	4400 WEST 78TH STREET	SUITE 520	US	MN	410919654	APOGEE ENTERPRISES INC	19920703	1-LAF	0	0229	10-Q	20241130	2025	Q3	20250107	2025-01-07 15:36:00.0	0	1	apog-20241130_htm.xml	1	
0000006951-25-000011	6951	APPLIED MATERIALS INC /DE	3674	US	CA	SANTA CLARA	95054-3299	3050 BOWERS AVE		4085635300	US	CA	SANTA CLARA	95054-3299	3050 BOWERS AVE		US	DC	941655526	APPLIED MATERIALS TECHNOLOGY INC	19730319	1-LAF	0	1031	10-Q	20250131	2025	Q1	20250220	2025-02-20 16:03:00.0	0	1	amat-20250126_htm.xml	1	
0000006955-25-000008	6955	ENERPAC TOOL GROUP CORP	3590	US	WI	MENOMONEE FALLS	53051	N86 W12500 WESTBROOK CROSSING		262-293-1500	US	WI	MENOMONEE FALLS	53051	N86 W12500 WESTBROOK CROSSING		US	WI	390168610	ACTUANT CORP	20010110	1-LAF	0	0831	10-Q	20250228	2025	Q2	20250326	2025-03-26 15:19:00.0	0	1	epac-20250228_htm.xml	1	
0000020212-25-000051	20212	CHURCHILL DOWNS INC	7948	US	KY	LOUISVILLE	40222-5389	600 N HURSTBOURNE PKWY	STE 400	15023941166	US	KY	LOUISVILLE	40222-5389	600 N HURSTBOURNE PKWY	STE 400	US	KY	610156015	CHURCHILL DOWNS INC	20160105	1-LAF	1	1231	10-K	20241231	2024	FY	20250220	2025-02-19 17:47:00.0	0	1	chdn-20241231_htm.xml	1	
0000020286-25-000009	20286	CINCINNATI FINANCIAL CORP	6331	US	OH	FAIRFIELD	45014	6200 S GILMORE RD		5138702000	US	OH	CINCINNATI	45250	P.O. BOX 145496		US	OH	310746871			1-LAF	1	1231	10-K	20241231	2024	FY	20250224	2025-02-24 14:41:00.0	0	1	cinf-20241231_htm.xml	1	
0000021076-25-000013	21076	CLOROX CO /DE/	2842	US	CA	OAKLAND	94612-1888	THE CLOROX COMPANY	1221 BROADWAY	5102717000	US	CA	OAKLAND	94612-1305	P.O. BOX 24305		US	DE	310595760			1-LAF	0	0630	10-Q	20241231	2025	Q2	20250203	2025-02-03 16:45:00.0	0	1	clx-20241231_htm.xml	1	
0000021175-25-000008	21175	CNA FINANCIAL CORP	6331	US	IL	CHICAGO	60606	CNA	151 N. FRANKLIN	3128225000	US	IL	CHICAGO	60606	CNA	151 N. FRANKLIN	US	DE	366169860			1-LAF	1	1231	10-K	20241231	2024	FY	20250211	2025-02-11 10:26:00.0	0	1	cna-20241231_htm.xml	1	
0000021344-25-000011	21344	COCA COLA CO	2080	US	GA	ATLANTA	30313	ONE COCA COLA PLAZA		404-676-2121	US	GA	ATLANTA	30313	ONE COCA COLA PLAZA		US	DE	580628465			1-LAF	1	1231	10-K	20241231	2024	FY	20250220	2025-02-20 15:17:00.0	0	1	ko-20241231_htm.xml	1	
0000021665-25-000008	21665	COLGATE PALMOLIVE CO	2844	US	NY	NEW YORK	10022	300 PARK AVE		2123102000	US	NY	NEW YORK	10022	300 PARK AVE		US	DE	131815595			1-LAF	1	1231	10-K	20241231	2024	FY	20250213	2025-02-13 16:05:00.0	0	1	cl-20241231_htm.xml	1	
0000022356-25-000016	22356	COMMERCE BANCSHARES INC /MO/	6022	US	MO	KANSAS CITY	64106	1000 WALNUT		8162342000	US	MO	KANSAS CITY	64141-6248	P O BOX 419248		US	MO	430889454			1-LAF	1	1231	10-K	20241231	2024	FY	20250225	2025-02-25 15:21:00.0	0	1	cbsh-20241231_htm.xml	1	
0000022444-25-000013	22444	COMMERCIAL METALS CO	3312	US	TX	IRVING	75039	6565 N. MACARTHUR BLVD., SUITE 800	P O BOX 1046	2146894300	US	TX	IRVING	75039	6565 N. MACARTHUR BLVD., SUITE 800	PO BOX 1046	US	DE	750725338	COMMERCIAL METALS CO	19920703	1-LAF	0	0831	10-Q	20241130	2025	Q1	20250106	2025-01-06 13:06:00.0	0	1	cmc-20241130_htm.xml	1	
0000022444-25-000060	22444	COMMERCIAL METALS CO	3312	US	TX	IRVING	75039	6565 N. MACARTHUR BLVD., SUITE 800	P O BOX 1046	2146894300	US	TX	IRVING	75039	6565 N. MACARTHUR BLVD., SUITE 800	PO BOX 1046	US	DE	750725338	COMMERCIAL METALS CO	19920703	1-LAF	0	0831	10-Q	20250228	2025	Q2	20250325	2025-03-25 11:30:00.0	0	1	cmc-20250228_htm.xml	1	
0000059527-25-000006	59527	LINCOLN ELECTRIC HOLDINGS INC	3540	US	OH	CLEVELAND	44117	22801 ST CLAIR AVE		2164818100	US	OH	CLEVELAND	44117	22801 ST CLAIR AVE		US	OH	340359955	LINCOLN ELECTRIC CO	19920703	1-LAF	1	1231	10-K	20241231	2024	FY	20250226	2025-02-26 15:26:00.0	0	1	leco-20241231x10k_htm.xml	1	
0000059558-25-000023	59558	LINCOLN NATIONAL CORP	6311	US	PA	RADNOR	19087	150 N RADNOR CHESTER RD		4845831400	US	PA	RADNOR	19087	150 N RADNOR CHESTER RD		US	IN	351140070			1-LAF	1	1231	10-K	20241231	2024	FY	20250221	2025-02-21 17:10:00.0	0	1	lnc-20241231_htm.xml	1	
0000060086-25-000036	60086	LOEWS CORP	6331	US	NY	NEW YORK	10019-2714	9 WEST 57TH STREET		212-521-2000	US	NY	NEW YORK	10019-2714	9 WEST 57TH STREET		US	DE	132646102			1-LAF	1	1231	10-K	20241231	2024	FY	20250211	2025-02-11 12:06:00.0	0	1	l-20241231_htm.xml	1	
0000060519-25-000005	60519	LOUISIANA-PACIFIC CORP	2400	US	TN	NASHVILLE	37203	1610 WEST END AVE.	SUITE 200	6159865600	US	TN	NASHVILLE	37203	1610 WEST END AVE.	SUITE 200	US	DE	930609074	LOUISIANA PACIFIC CORP	19920703	1-LAF	1	1231	10-K	20241231	2024	FY	20250219	2025-02-19 13:44:00.0	0	1	lpx-20241231_htm.xml	1	
0000060667-25-000049	60667	LOWES COMPANIES INC	5211	US	NC	MOORESVILLE	28117	1000 LOWES BLVD.		704-758-1000	US	NC	MOORESVILLE	28117	1000 LOWES BLVD.		US	NC	560578072			1-LAF	1	0131	10-K	20250131	2024	FY	20250324	2025-03-24 16:33:00.0	0	1	low-20250131_htm.xml	1	
0000043920-25-000009	43920	GREIF, INC	3412	US	OH	DELAWARE	43015	425 WINTER ROAD		7405496000	US	OH	DELAWARE	43015	425 WINTER ROAD		US	DE	314388903	GREIF INC	20030610	1-LAF	0	1031	10-Q	20250131	2025	Q1	20250227	2025-02-27 15:38:00.0	0	1	gef-20250131_htm.xml	1	
0000045012-25-000010	45012	HALLIBURTON CO	1389	US	TX	HOUSTON	77032	3000 NORTH SAM HOUSTON PARKWAY EAST	3000 NORTH SAM HOUSTON PARKWAY EAST	2818712699	US	TX	HOUSTON	77032	3000 NORTH SAM HOUSTON PARKWAY EAST	3000 NORTH SAM HOUSTON PARKWAY EAST	US	DE	752677995	HALLIBURTON OIL WELL CEMENTING CO	19660911	1-LAF	1	1231	10-K	20241231	2024	FY	20250212	2025-02-12 15:03:00.0	0	1	hal-20241231_htm.xml	1	
0000045876-25-000018	45876	ENVIRI CORP	8900	US	PA	PHILADELPHIA	19103	TWO LOGAN SQUARE	100-120 NORTH 18TH STREET, 17TH FLOOR	267-857-8715	US	PA	PHILADELPHIA	19103	TWO LOGAN SQUARE	100-120 NORTH 18TH STREET, 17TH FLOOR	US	DE	231483991	HARSCO CORP	19920703	1-LAF	1	1231	10-K	20241231	2024	FY	20250220	2025-02-20 16:01:00.0	0	1	nvri-20241231_htm.xml	1	
0000045919-25-000008	45919	HARTE HANKS INC	7331	US	MA	CHELMSFORD	01824	1 EXECUTIVE DRIVE	SUITE 303	5124341100	US	MA	CHELMSFORD	01824	1 EXECUTIVE DRIVE	SUITE 303	US	DE	741677284	HARTE HANKS COMMUNICATIONS INC	19920703	4-NON	0	1231	10-K	20241231	2024	FY	20250317	2025-03-17 17:03:00.0	0	1	hrth-20241231_htm.xml	1	
0000046080-25-000027	46080	HASBRO, INC.	3944	US	RI	PAWTUCKET	02861	1027 NEWPORT AVE	P O BOX 1059	4014318697	US	RI	PAWTUCKET	02861-0200	200 NARRAGANSETT PARK DRIVE		US	RI	050155090	HASBRO INC	19920703	1-LAF	1	1231	10-K	20241231	2024	FY	20250227	2025-02-27 16:10:00.0	0	1	has-20241229_htm.xml	1	
0000048287-25-000084	48287	HNI CORP	2522	US	IA	MUSCATINE	52761-7109	600 EAST SECOND STREET - PO BOX 1109		5632727400	US	IA	MUSCATINE	52761	600 EAST SECOND STREET	P O BOX 1109	US	IA	420617510	HON INDUSTRIES INC	19920703	1-LAF	1	1231	10-K	20241231	2024	FY	20250225	2025-02-25 08:29:00.0	0	1	hni-20241228_htm.xml	1	
0000048465-25-000008	48465	HORMEL FOODS CORP /DE/	2011	US	MN	AUSTIN	55912-3680	1 HORMEL PL		(507) 437-5611	US	MN	AUSTIN	55912-3680	1 HORMEL PLACE		US	DE	410319970	HORMEL GEO A & CO	19920703	1-LAF	0	1031	10-Q	20250131	2025	Q1	20250227	2025-02-27 13:41:00.0	0	1	hrl-20250126_htm.xml	1	
0000049071-25-000007	49071	HUMANA INC	6324	US	KY	LOUISVILLE	40202	500 W MAIN ST		5025801000	US	KY	LOUISVILLE	40202	500 W. MAIN ST		US	DE	610647538	EXTENDICARE INC	19740404	1-LAF	1	1231	10-K	20241231	2024	FY	20250220	2025-02-20 14:34:00.0	0	1	hum-20241231_htm.xml	1	
0000049196-25-000020	49196	HUNTINGTON BANCSHARES INC /MD/	6021	US	OH	COLUMBUS	43287	HUNTINGTON CTR	41 S HIGH ST HC0917	6144802265	US	OH	COLUMBUS	43287	HUNTINGTON CENTER	41 S HIGH ST HC0917	US	MD	310724920	HUNTINGTON BANCSHARES INC/MD	19920703	1-LAF	1	1231	10-K	20241231	2024	FY	20250214	2025-02-14 13:01:00.0	0	1	hban-20241231_htm.xml	1	
0000049600-25-000019	49600	EASTGROUP PROPERTIES INC	6798	US	MS	RIDGELAND	39157	400 W. PARKWAY PLACE	SUITE 100	6013543555	US	MS	RIDGELAND	39157	400 W. PARKWAY PLACE	SUITE 100	US	MD	132711135	EASTGROUP PROPERTIES II INC	19970529	1-LAF	1	1231	10-K	20241231	2024	FY	20250212	2025-02-12 16:03:00.0	0	1	egp-20241231_htm.xml	1	
0000049826-25-000007	49826	ILLINOIS TOOL WORKS INC	3560	US	IL	GLENVIEW	60025	155 HARLEM AVENUE		8477247500	US	IL	GLENVIEW	60025	155 HARLEM AVENUE		US	DE	361258310			1-LAF	1	1231	10-K	20241231	2024	FY	20250214	2025-02-14 14:59:00.0	0	1	itw-20241231_htm.xml	1	
0000049938-25-000015	49938	IMPERIAL OIL LTD	2911	CA	AB	CALGARY	T2C 5N1	505 QUARRY PARK BOULEVARD S.E.		1-800-567-3776	CA	AB	CALGARY	T2C 5N1	505 QUARRY PARK BOULEVARD S.E.				980017682			1-LAF	1	1231	10-K	20241231	2024	FY	20250219	2025-02-19 16:25:00.0	0	1	imo-20241231_htm.xml	1	
0000067716-25-000016	67716	MDU RESOURCES GROUP INC	1400	US	ND	BISMARCK	58503	1200 WEST CENTURY AVENUE		701-530-1000	US	ND	BISMARCK	58503	1200 WEST CENTURY AVENUE				301133956	MONTANA DAKOTA UTILITIES CO	19850429	1-LAF	1	1231	10-K	20241231	2024	FY	20250220	2025-02-20 14:35:00.0	0	1	mdu-20241231_htm.xml	1	
0000067887-25-000010	67887	MOOG INC.	3590	US	NY	EAST AURORA	14052	400 JAMISON ROAD		716 652 2000	US	NY	EAST AURORA	14052	400 JAMISON ROAD		US	NY	160757636	MOOG INC	19920703	1-LAF	0	0930	10-Q	20241231	2025	Q1	20250124	2025-01-24 11:51:00.0	0	1	mog-20241228_htm.xml	1	
0000068505-25-000012	68505	MOTOROLA SOLUTIONS, INC.	3663	US	IL	CHICAGO	60661	500 W. MONROE ST.		8475765000	US	IL	CHICAGO	60661	500 W. MONROE ST.		US	DE	361115800	MOTOROLA INC	19920703	1-LAF	1	1231	10-K	20241231	2024	FY	20250214	2025-02-14 15:38:00.0	0	1	msi-20241231_htm.xml	1	
0000068622-25-000005	68622	QWEST CORP	4813	US	LA	MONROE	71203	P O BOX 4065	100 CENTURYLINK DRIVE	3183889000	US	LA	MONROE	71203	100 CENTURYLINK DRIVE	P O BOX 4065	US	CO	840273800	MOUNTAIN STATES TELEPHONE & TELEGRAPH CO	19910109	4-NON	0	1231	10-K	20241231	2024	FY	20250220	2025-02-20 16:20:00.0	0	1	lumn-20241231_htm.xml	1	
0000070145-25-000007	70145	NATIONAL FUEL GAS CO	4924	US	NY	WILLIAMSVILLE	14221-5887	6363 MAIN STREET		716-857-7000	US	NY	WILLIAMSVILLE	14221-5887	6363 MAIN STREET	6363 MAIN STREET	US	NJ	131086010			1-LAF	0	0930	10-Q	20241231	2025	Q1	20250130	2025-01-30 10:53:00.0	0	1	nfg-20241231_htm.xml	1	
0000070318-25-000009	70318	TENET HEALTHCARE CORP	8062	US	TX	DALLAS	75254	14201 DALLAS PARKWAY		469-893-2200	US	TX	DALLAS	75254	14201 DALLAS PARKWAY		US	NV	952557091	NATIONAL MEDICAL ENTERPRISES INC /NV/	19920703	1-LAF	1	1231	10-K	20241231	2024	FY	20250218	2025-02-18 17:00:00.0	0	1	thc-20241231_htm.xml	1	
0000007084-25-000011	7084	ARCHER-DANIELS-MIDLAND CO	2070	US	IL	CHICAGO	60601	77 W. WACKER DR.		312-634-8233	US	IL	CHICAGO	60601	77 W. WACKER DR.		US	DE	410129150	ARCHER DANIELS MIDLAND CO	19920703	1-LAF	1	1231	10-K	20241231	2024	FY	20250220	2025-02-20 16:02:00.0	0	1	adm-20241231_htm.xml	1	
0000007789-25-000013	7789	ASSOCIATED BANC-CORP	6022	US	WI	GREEN BAY	54301	433 MAIN STREET		920-491-7500	US	WI	GREEN BAY	54301	433 MAIN STREET		US	WI	391098068	ASSOCIATED BANK SERVICES INC	19770626	1-LAF	1	1231	10-K	20241231	2024	FY	20250212	2025-02-12 16:17:00.0	0	1	asb-20241231_htm.xml	1	
0000008063-25-000017	8063	ASTRONICS CORP	3728	US	NY	EAST AURORA	14052-2191	130 COMMERCE WAY	-	716-805-1599	US	NY	EAST AURORA	14052-2191	130 COMMERCE WAY	-	US	NY	160959303	ASTRONICS LUMINESCENT INC	19711209	2-ACC	0	1231	10-K	20241231	2024	FY	20250305	2025-03-05 16:26:00.0	0	1	atro-20241231_htm.xml	1	
0000008670-25-000007	8670	AUTOMATIC DATA PROCESSING INC	7374	US	NJ	ROSELAND	07068	ONE ADP BOULVARD		9739745000	US	NJ	ROSELAND	07068	ONE ADP BOULEVARD		US	DE	221467904			1-LAF	0	0630	10-Q	20241231	2025	Q2	20250130	2025-01-30 14:41:00.0	0	1	adp-20241231_htm.xml	1	
0000008818-25-000003	8818	AVERY DENNISON CORP	2670	US	OH	MENTOR	44060	8080 NORTON PARKWAY		440-534-6000	US	OH	MENTOR	44060	8080 NORTON PARKWAY		US	DE	951492269	AVERY DENNISON CORPORATION	19920703	1-LAF	1	1231	10-K	20241231	2024	FY	20250226	2025-02-26 13:37:00.0	0	1	avy-20241228_htm.xml	1	
0000008858-25-000009	8858	AVNET INC	5065	US	AZ	PHOENIX	85034	2211 SOUTH 47TH STREET		4806432000	US	AZ	PHOENIX	85034	2211 SOUTH 47TH STREET		US	NY	111890605			1-LAF	0	0630	10-Q	20241231	2025	Q2	20250131	2025-01-30 18:08:00.0	0	1	avt-20241228x10q_htm.xml	1	
0000037996-25-000013	37996	FORD MOTOR CO	3711	US	MI	DEARBORN	48126	ONE AMERICAN ROAD		3133223000	US	MI	DEARBORN	48126	ONE AMERICAN RD		US	DE	380549190			1-LAF	1	1231	10-K	20241231	2024	FY	20250206	2025-02-05 20:44:00.0	0	1	f-20241231_htm.xml	1	
0000038009-25-000007	38009	FORD MOTOR CREDIT CO LLC	6159	US	MI	DEARBORN	48126	ONE AMERICAN ROAD		313-322-3000	US	MI	DEARBORN	48126	ONE AMERICAN ROAD		US	DE	381612444	FORD MOTOR CREDIT CO	19920703	4-NON	1	1231	10-K	20241231	2024	FY	20250206	2025-02-05 20:48:00.0	0	1	fmcc-20241231_htm.xml	1	
0000038725-25-000026	38725	FRANKLIN ELECTRIC CO INC	3621	US	IN	FORT WAYNE	46809	9255 COVERDALE ROAD		2608242900	US	IN	FORT WAYNE	46809	9255 COVERDALE ROAD		US	IN	350827455			1-LAF	0	1231	10-K	20241231	2024	FY	20250221	2025-02-21 16:08:00.0	0	1	fele-20241231_htm.xml	1	
0000038777-25-000017	38777	FRANKLIN RESOURCES INC	6282	US	CA	SAN MATEO	94403	ONE FRANKLIN PARKWAY	BUILDING 920/2, LEGAL-FRI SECRETARY	650-312-2000	US	CA	SAN MATEO	94403	FRANKLIN RESOURCES INC	ONE FRANKLIN PARKWAY	US	DE	132670991			1-LAF	0	0930	10-Q	20241231	2025	Q1	20250131	2025-01-31 08:48:00.0	0	1	ben-20241231_htm.xml	1	
